"State","Account.Length","Area.Code","Phone","date_naissance"
"AZ",134,415,"332-6633","8/13/1991"
"VT",113,510,"359-7648","8/31/1995"
"MO",132,408,"412-9190","9/7/1934"
"AL",85,415,"368-9007","7/7/1961"
"NJ",93,510,"384-5632","8/25/1972"
"WA",174,408,"352-6068","9/23/1993"
"NY",61,415,"343-9645","8/26/1961"
"DC",91,415,"384-7873","9/9/1906"
"NE",88,408,"396-2187","8/23/1989"
"MA",88,408,"383-5109","9/3/1995"
"VT",195,415,"377-7843","8/24/1989"
"NM",182,415,"382-7999","7/28/1943"
"CO",118,408,"328-1222","9/10/1917"
"NH",103,408,"371-1727","8/10/1989"
"IL",65,510,"369-8871","9/28/1981"
"UT",61,408,"335-9726","8/17/1950"
"WV",172,415,"357-3709","8/16/1991"
"NJ",72,415,"422-9964","7/27/1967"
"NM",113,510,"366-9211","9/11/1953"
"ND",177,408,"384-9033","8/14/1951"
"WA",100,408,"382-4932","8/16/1981"
"NM",67,415,"404-7518","9/20/1964"
"DE",136,415,"353-1954","9/19/1987"
"GA",71,415,"391-7166","7/31/1972"
"HI",134,408,"370-9000","9/23/1985"
"CT",124,415,"332-3642","7/6/1983"
"NJ",84,415,"412-3898","8/16/1946"
"ME",39,408,"366-5640","9/24/1986"
"OK",110,510,"356-2302","8/10/1917"
"TN",102,510,"345-9018","7/3/1971"
"WY",70,415,"365-6205","8/25/1953"
"NY",142,415,"337-1151","9/1/1974"
"DE",81,510,"374-4664","9/14/1991"
"RI",17,415,"396-9656","7/31/1947"
"PA",119,408,"377-5043","8/1/1950"
"HI",105,415,"401-7359","9/2/1971"
"MD",108,415,"375-2184","7/31/1968"
"VA",90,415,"367-6005","7/3/1990"
"IN",100,415,"364-2166","7/27/1987"
"OR",155,408,"414-4741","9/16/1952"
"AZ",113,510,"403-9719","9/11/1986"
"WI",123,415,"371-8452","9/14/1977"
"VA",145,408,"392-6239","8/19/1919"
"MO",42,415,"410-5250","9/13/1964"
"NV",125,510,"336-1574","7/5/1939"
"HI",131,415,"406-8324","7/29/1979"
"WA",107,415,"411-7110","8/23/1993"
"IL",48,408,"341-9907","9/18/1978"
"IL",76,510,"400-8952","9/4/1965"
"LA",128,415,"333-9266","9/1/1965"
"WI",73,415,"419-4894","9/14/1978"
"TX",52,415,"364-9904","8/28/1929"
"MI",126,415,"394-3048","8/15/1920"
"NC",124,415,"352-6265","9/13/1944"
"WA",137,408,"357-3187","9/4/1971"
"ND",71,510,"373-8483","7/3/1903"
"NE",139,415,"375-9930","9/1/1982"
"MS",107,510,"352-6282","9/28/1989"
"KY",147,408,"396-2945","9/14/1992"
"RI",116,510,"412-3527","8/2/1989"
"NY",60,510,"328-4231","8/9/1916"
"TX",38,510,"413-9055","9/6/1960"
"DE",63,408,"363-8755","7/9/1994"
"NM",94,415,"388-8891","9/4/1972"
"RI",131,415,"360-1776","8/25/1960"
"MS",158,510,"411-3578","8/9/1990"
"NY",139,510,"399-7268","9/27/1977"
"NE",77,415,"350-1532","7/5/1983"
"WI",140,415,"359-2197","9/17/1963"
"KY",72,408,"407-9290","9/27/1989"
"SD",52,510,"358-6672","8/3/1964"
"VA",103,510,"393-4621","9/3/1890"
"KS",74,415,"336-7357","8/2/1984"
"ND",124,415,"351-1466","7/4/1896"
"CO",85,510,"394-6668","7/3/1985"
"KY",113,408,"403-2673","8/17/1987"
"WA",71,408,"355-1735","8/17/1959"
"NV",177,415,"416-7679","9/30/1962"
"SC",49,415,"340-4972","9/12/1975"
"RI",106,510,"417-4826","8/12/1954"
"ID",60,510,"408-6676","8/23/1957"
"KY",43,408,"417-6683","9/6/1940"
"ME",66,510,"331-6270","8/4/1914"
"SD",125,415,"404-9754","8/10/1946"
"SC",114,510,"364-9425","9/2/1985"
"TN",112,415,"339-6477","8/13/1927"
"MT",101,408,"362-2787","9/5/1931"
"WI",70,415,"405-9233","9/14/1982"
"AK",59,408,"416-1845","7/30/1957"
"AZ",59,408,"385-9657","9/17/1966"
"MT",124,415,"420-5652","8/8/1977"
"DE",99,415,"415-1141","8/27/1969"
"VA",150,510,"334-5634","9/27/1974"
"MA",81,510,"403-4200","9/2/1966"
"IN",86,510,"357-7893","8/11/1965"
"MD",84,510,"369-2899","9/6/1987"
"NV",118,510,"381-1026","9/9/1956"
"CO",89,415,"388-8722","8/31/1903"
"KS",93,415,"418-3135","9/16/1986"
"AR",85,415,"380-3974","8/9/1977"
"WY",160,408,"338-7232","8/10/1971"
"PA",28,415,"334-5223","7/6/1946"
"TX",73,408,"340-8323","8/12/1934"
"NY",156,408,"337-6851","9/3/1921"
"OR",33,415,"344-5973","8/12/1954"
"CA",77,510,"335-2261","8/12/1947"
"NY",119,415,"343-1458","8/15/1972"
"AR",91,510,"415-4875","8/26/1979"
"MI",102,510,"381-2726","7/9/1944"
"OK",86,415,"395-3852","9/20/1989"
"TX",82,415,"358-7914","8/20/1992"
"NC",89,408,"332-6958","9/24/1967"
"ID",86,415,"355-1019","7/28/1992"
"IL",134,408,"382-9447","7/9/1965"
"OR",92,415,"386-8536","8/11/1919"
"SD",87,510,"363-3818","7/27/1988"
"NE",64,408,"360-6416","8/28/1988"
"RI",80,510,"332-8764","9/18/1990"
"MD",165,415,"398-4814","9/1/1985"
"ID",153,415,"410-5963","8/16/1988"
"ME",41,415,"399-6642","7/30/1993"
"SD",108,415,"390-9986","7/8/1925"
"NY",104,415,"391-1793","8/4/1977"
"DE",115,408,"352-5542","9/23/1955"
"OK",87,415,"386-8118","7/8/1983"
"SC",159,415,"394-9825","8/20/1992"
"IN",119,510,"382-4952","9/29/1992"
"NV",69,415,"387-2698","9/18/1987"
"IL",87,408,"417-1360","8/6/1981"
"SD",93,510,"408-4836","8/13/1943"
"OK",154,415,"374-8329","8/17/1906"
"KS",57,415,"363-8424","8/17/1932"
"IA",130,510,"408-8910","8/6/1920"
"NJ",151,415,"399-3840","8/22/1993"
"NJ",162,408,"367-8692","9/17/1910"
"MT",60,415,"387-4504","9/25/1989"
"IA",81,510,"328-2647","8/21/1982"
"WA",132,415,"369-7903","9/16/1994"
"NE",86,408,"399-6852","8/26/1893"
"TX",136,408,"335-4888","8/31/1959"
"MS",121,415,"344-2260","9/7/1986"
"IA",105,510,"349-4070","7/28/1977"
"WI",105,415,"394-6505","7/5/1941"
"MT",51,415,"419-3612","9/1/1946"
"GA",64,408,"356-1952","7/9/1983"
"MT",80,510,"416-7866","7/3/1918"
"ND",56,415,"398-1759","8/16/1989"
"VT",120,415,"338-9950","7/9/1909"
"SD",103,510,"412-7278","9/1/1974"
"OH",164,510,"347-1263","9/13/1895"
"OH",116,415,"386-5684","9/19/1957"
"MT",121,408,"334-4354","8/12/1991"
"IL",55,415,"398-5970","9/8/1987"
"NV",183,415,"330-3429","7/27/1936"
"UT",104,408,"418-4637","7/29/1991"
"NH",90,408,"393-7322","8/12/1952"
"LA",82,415,"353-5557","8/18/1977"
"VT",101,415,"411-5334","9/17/1990"
"NY",9,415,"398-8588","9/26/1959"
"CT",97,415,"374-7285","8/9/1983"
"KS",94,408,"379-7215","7/27/1910"
"MI",127,510,"357-7875","9/9/1987"
"SD",125,510,"393-9677","7/27/1980"
"ME",140,415,"345-9598","9/30/1993"
"MD",90,415,"353-3203","8/22/1990"
"VA",67,415,"330-7486","8/21/1968"
"NJ",113,415,"397-6425","8/30/1985"
"TN",121,510,"338-1815","9/7/1972"
"DC",93,408,"406-5023","8/30/1914"
"DC",121,408,"368-2458","8/10/1956"
"OR",53,408,"400-8375","9/23/1941"
"RI",75,415,"387-8201","8/15/1978"
"AK",132,510,"346-4360","7/31/1988"
"WI",162,408,"412-8811","7/30/1990"
"IN",140,415,"413-3990","9/14/1987"
"MI",91,408,"345-2448","8/2/1984"
"ID",73,510,"394-4512","9/29/1976"
"NH",95,408,"400-8538","8/5/1993"
"MN",145,408,"412-8769","9/11/1969"
"AZ",100,415,"390-1552","9/3/1991"
"MN",122,415,"389-2477","9/23/1900"
"MO",109,415,"389-4695","8/30/1927"
"AL",82,408,"406-8037","9/19/1927"
"PA",65,415,"382-9138","9/28/1972"
"AK",52,510,"414-7942","8/7/1971"
"MS",136,415,"348-7071","8/10/1981"
"IA",75,415,"404-2942","8/20/1982"
"WY",146,408,"348-3581","9/25/1895"
"NE",105,408,"327-6764","7/7/1982"
"ND",48,415,"405-2831","9/12/1975"
"CT",45,415,"416-4351","7/7/1990"
"NC",106,415,"419-3196","8/20/1993"
"CT",33,510,"411-6211","9/20/1993"
"ND",68,408,"391-8369","9/11/1979"
"WA",106,408,"416-4464","7/9/1964"
"NV",141,415,"347-1814","8/6/1939"
"CO",98,408,"386-7337","8/14/1986"
"KS",94,510,"375-8505","8/22/1987"
"CO",65,510,"407-5056","9/16/1919"
"MO",85,415,"367-8924","8/20/1991"
"MA",71,510,"419-5171","9/7/1926"
"NY",112,408,"396-7687","8/9/1969"
"AK",110,415,"394-4548","7/7/1945"
"WI",111,415,"382-6438","9/28/1966"
"NH",74,408,"413-2194","9/15/1992"
"TN",105,510,"366-2622","8/7/1990"
"NY",40,408,"416-7591","9/3/1973"
"GA",128,408,"355-2634","9/15/1931"
"MN",123,408,"422-5350","9/7/1920"
"MI",122,510,"329-2388","8/29/1993"
"ID",114,408,"381-5273","8/27/1980"
"CT",102,415,"421-6694","8/15/1922"
"NC",126,415,"342-1702","8/9/1970"
"LA",150,415,"381-4029","9/30/1942"
"NJ",60,408,"335-2967","9/27/1907"
"TX",123,408,"416-6594","9/25/1963"
"CA",138,510,"388-6026","8/8/1986"
"MD",29,510,"367-1024","8/10/1986"
"WY",111,415,"386-7118","8/28/1946"
"TX",37,510,"346-2020","7/5/1954"
"CA",111,408,"329-9067","7/29/1964"
"UT",81,510,"329-6144","9/22/1986"
"WA",46,510,"332-1502","8/6/1987"
"MS",69,510,"342-8320","8/14/1967"
"OH",125,408,"411-5748","8/17/1963"
"KS",43,415,"381-9367","8/23/1968"
"RI",127,415,"400-1280","9/5/1893"
"IN",94,510,"360-5794","9/11/1953"
"VT",46,408,"373-3538","9/11/1985"
"MT",73,408,"394-9942","8/2/1994"
"CT",146,408,"380-3329","8/29/1948"
"NM",93,415,"334-7618","9/11/1994"
"OH",52,408,"327-9289","8/7/1994"
"GA",202,510,"351-2589","7/30/1899"
"MN",129,510,"368-6892","9/1/1952"
"CT",94,415,"337-9303","7/6/1897"
"AL",100,415,"377-5258","9/30/1898"
"WV",43,415,"348-5767","9/4/1969"
"NH",130,415,"373-3549","8/11/1996"
"WY",124,415,"422-8344","8/21/1993"
"VA",92,510,"411-2958","7/8/1980"
"VT",48,415,"384-2908","9/15/1945"
"OH",98,510,"347-6393","8/20/1978"
"MT",100,415,"385-7148","9/27/1946"
"MA",79,415,"419-2767","7/5/1963"
"VA",164,415,"375-1746","9/24/1968"
"NM",105,415,"362-7870","8/31/1992"
"AR",89,408,"410-3725","8/22/1956"
"NE",126,415,"387-1535","8/11/1946"
"WY",96,408,"329-2045","8/25/1959"
"IA",120,415,"341-6743","8/19/1961"
"SC",212,415,"336-8343","9/12/1979"
"NC",72,415,"368-5758","9/2/1993"
"HI",155,415,"346-8362","8/27/1920"
"UT",89,415,"345-9690","9/8/1952"
"WY",126,408,"339-9798","9/1/1965"
"AL",172,408,"359-5731","8/31/1992"
"VA",75,415,"373-2091","9/26/1957"
"WI",143,510,"367-3439","9/23/1990"
"FL",166,510,"367-1681","7/26/1994"
"KS",132,415,"420-9973","9/19/1990"
"NV",94,408,"351-4025","9/4/1985"
"NY",99,415,"393-5897","8/15/1982"
"VA",136,415,"384-7216","7/31/1985"
"KS",119,415,"384-4595","9/19/1988"
"NC",115,510,"329-9667","9/29/1970"
"MO",160,415,"347-5063","8/2/1975"
"ND",166,510,"345-8433","9/8/1990"
"CA",120,510,"339-7602","8/14/1940"
"WV",173,415,"332-1109","8/23/1978"
"IL",156,415,"343-3296","7/9/1961"
"NY",70,415,"366-2536","9/15/1925"
"NV",41,510,"355-2293","9/27/1987"
"AL",132,408,"350-9318","8/16/1989"
"KS",47,510,"418-5300","8/18/1980"
"ND",160,510,"395-2626","7/30/1950"
"OK",180,415,"402-7372","8/23/1982"
"UT",93,415,"337-9710","9/13/1990"
"OH",109,415,"363-4967","9/27/1994"
"WY",80,510,"400-5389","8/8/1970"
"NM",54,415,"416-9162","8/31/1960"
"AL",121,415,"414-6541","9/6/1959"
"DC",157,510,"392-6647","8/30/1993"
"ID",170,510,"343-2465","7/7/1988"
"AR",138,510,"338-9171","8/2/1970"
"ID",92,415,"405-4606","9/20/1910"
"TX",126,415,"386-9711","9/29/1988"
"NM",41,415,"327-8495","9/25/1989"
"WA",167,415,"416-5660","9/4/1993"
"UT",91,510,"370-3032","8/14/1971"
"RI",127,510,"331-8462","9/10/1949"
"NC",88,408,"414-4037","9/20/1963"
"RI",113,415,"415-2865","8/8/1993"
"NY",78,510,"362-2353","7/6/1985"
"TX",123,408,"329-5114","8/8/1985"
"DE",136,408,"351-1389","9/3/1935"
"MS",68,415,"375-3668","7/31/1989"
"OH",132,415,"375-5414","9/28/1980"
"LA",133,415,"360-7079","8/22/1964"
"FL",127,415,"344-9302","8/8/1989"
"WA",110,415,"418-1775","7/8/1984"
"WV",121,510,"401-2468","8/21/1981"
"NY",116,510,"346-4984","9/20/1980"
"NE",112,415,"351-2928","9/2/1994"
"PA",97,510,"365-7774","9/22/1952"
"MS",43,510,"358-3691","8/21/1967"
"IN",110,415,"364-9059","9/28/1968"
"VA",67,408,"356-7208","9/20/1994"
"MN",166,408,"333-5551","9/30/1991"
"DE",129,408,"362-6528","7/30/1984"
"OR",103,510,"394-2560","8/14/1987"
"UT",71,415,"367-3220","9/5/1978"
"CT",112,415,"418-5708","8/9/1970"
"AL",8,415,"421-2245","9/2/1992"
"TX",98,415,"406-2242","8/30/1984"
"CT",90,415,"347-6994","9/10/1959"
"MS",13,415,"413-7468","9/6/1986"
"AR",58,415,"389-6082","8/15/1942"
"CA",137,415,"415-3689","9/6/1962"
"MI",116,408,"379-2503","8/9/1939"
"WV",94,415,"396-1106","9/12/1931"
"DE",87,415,"379-4372","8/6/1979"
"FL",120,415,"336-3738","8/16/1939"
"AK",97,415,"380-2600","8/26/1905"
"ID",134,415,"345-4473","8/27/1965"
"OH",68,510,"380-9990","8/25/1903"
"NH",93,408,"411-1045","8/31/1990"
"MA",120,415,"413-5306","9/5/1987"
"SC",41,408,"417-6906","9/10/1975"
"OR",80,510,"331-4807","8/28/1985"
"OH",83,415,"376-5375","7/5/1948"
"NC",109,510,"361-9839","9/21/1965"
"KY",66,510,"348-8679","9/16/1962"
"ID",104,510,"403-6565","9/18/1980"
"WA",89,510,"346-5287","9/14/1964"
"WV",127,510,"413-6769","9/1/1988"
"RI",117,408,"370-5042","9/12/1906"
"KS",128,510,"397-9486","9/2/1979"
"NV",88,415,"364-3286","7/28/1969"
"NE",61,408,"420-8897","8/31/1947"
"FL",22,415,"378-9506","9/30/1990"
"WY",78,415,"399-6259","9/5/1921"
"WA",56,415,"335-5806","8/22/1965"
"CO",192,415,"401-6392","9/7/1979"
"WI",70,415,"379-9859","7/27/1964"
"KS",148,510,"415-4051","9/21/1922"
"RI",65,415,"368-5612","7/4/1944"
"MT",119,510,"374-5301","9/18/1993"
"CO",80,415,"406-5710","8/24/1984"
"CT",152,408,"354-7077","8/14/1989"
"FL",113,510,"343-3340","7/6/1956"
"VT",75,510,"377-8267","9/29/1991"
"OH",80,415,"382-2453","8/31/1992"
"NH",148,408,"333-7449","9/2/1960"
"RI",63,415,"366-4287","7/3/1948"
"FL",97,415,"415-2285","7/7/1995"
"MD",166,415,"381-1328","8/26/1945"
"WY",94,408,"344-4022","9/19/1991"
"FL",85,408,"415-6601","7/7/1991"
"TN",80,415,"351-7309","8/30/1954"
"NC",210,415,"363-7802","8/18/1993"
"IN",88,415,"408-4870","7/28/1941"
"IA",100,408,"378-9478","8/3/1990"
"WV",154,408,"401-4778","8/22/1917"
"UT",32,510,"370-9563","8/28/1985"
"GA",18,408,"394-6382","9/8/1927"
"AK",126,415,"333-5295","9/24/1979"
"UT",144,510,"370-2451","8/11/1963"
"MS",29,510,"401-6982","8/26/1961"
"AR",86,408,"329-8115","9/26/1973"
"AK",138,415,"340-3409","9/17/1978"
"AK",146,415,"397-5911","9/12/1962"
"ME",175,415,"415-6127","8/20/1985"
"WV",74,510,"392-6073","9/24/1955"
"CT",48,415,"419-6564","9/7/1954"
"GA",74,510,"340-8245","8/28/1928"
"NV",105,415,"376-4540","9/15/1994"
"VT",157,510,"361-5936","9/12/1963"
"DC",217,415,"421-9846","9/13/1992"
"TN",68,415,"356-1582","9/21/1991"
"OR",80,415,"375-4900","9/13/1960"
"MS",38,415,"420-8953","8/12/1908"
"NC",107,415,"376-4035","7/30/1973"
"CO",140,415,"344-5206","7/8/1977"
"AR",98,415,"328-7833","9/28/1989"
"PA",114,415,"417-4266","8/25/1942"
"MN",46,408,"351-6574","8/13/1975"
"NM",118,415,"372-8925","8/1/1928"
"UT",37,510,"340-5678","9/8/1964"
"NE",34,415,"361-6814","8/23/1914"
"MS",98,415,"336-7155","8/6/1990"
"NV",113,510,"342-8167","8/4/1993"
"OR",69,408,"375-9180","9/29/1981"
"VA",121,415,"357-7064","7/28/1964"
"NJ",59,510,"347-5354","9/28/1960"
"WV",59,510,"362-9391","7/27/1993"
"OR",190,415,"386-8984","9/2/1941"
"KY",109,415,"384-6372","9/20/1984"
"MO",136,415,"358-1329","8/31/1992"
"TX",86,510,"400-7987","9/25/1908"
"MN",100,415,"327-8732","9/13/1968"
"FL",106,510,"389-6955","9/8/1986"
"PA",104,415,"396-1800","8/27/1989"
"WV",129,415,"349-4979","7/6/1956"
"IN",205,510,"361-5864","8/9/1989"
"OK",93,415,"418-4658","8/22/1956"
"NE",123,415,"330-6208","9/23/1962"
"DE",99,415,"416-6628","9/4/1981"
"MI",61,415,"349-5617","8/27/1977"
"IL",71,415,"397-8051","7/27/1962"
"UT",4,510,"413-6346","9/4/1990"
"IL",148,408,"395-9270","8/20/1977"
"WA",141,415,"401-7575","9/27/1975"
"NM",56,408,"332-5964","8/23/1965"
"MD",160,415,"348-3338","8/27/1985"
"VA",43,408,"387-5411","8/20/1981"
"MT",42,415,"378-7872","8/30/1955"
"CT",135,415,"389-6037","8/31/1946"
"AL",106,415,"349-3732","7/29/1973"
"WV",106,510,"347-9738","9/18/1984"
"MO",83,415,"380-6074","9/15/1918"
"ND",110,415,"338-4307","9/10/1989"
"AR",153,408,"339-3636","8/3/1952"
"GA",109,510,"328-9315","7/6/1991"
"FL",31,510,"402-3634","7/5/1992"
"LA",124,510,"348-4316","8/29/1968"
"UT",110,415,"375-3826","9/11/1949"
"AZ",124,415,"360-1406","9/25/1965"
"NY",82,415,"356-5475","7/3/1993"
"KY",122,415,"363-9969","9/30/1993"
"AL",137,415,"350-4367","9/15/1993"
"IN",69,510,"348-1592","8/11/1982"
"IN",46,415,"368-9751","8/27/1992"
"FL",103,415,"380-6413","9/7/1939"
"NM",16,510,"367-9259","9/10/1965"
"AL",119,415,"404-8765","9/28/1977"
"MN",124,510,"371-6284","8/8/1985"
"NY",122,415,"403-9468","9/11/1989"
"MD",139,415,"335-3133","7/30/1924"
"KS",67,510,"366-4426","7/7/1965"
"WV",84,408,"354-4752","9/2/1933"
"ID",101,510,"406-4768","8/27/1991"
"LA",40,510,"367-9257","7/3/1966"
"MI",61,415,"342-8348","8/9/1917"
"TN",120,408,"410-7611","8/2/1982"
"CA",95,415,"341-3270","8/16/1905"
"FL",98,408,"416-7452","7/6/1984"
"LA",114,415,"356-8982","9/9/1968"
"IL",68,415,"340-6908","9/18/1989"
"AL",149,415,"348-6659","9/7/1991"
"CT",22,408,"345-2401","8/13/1972"
"PA",176,415,"422-5264","8/18/1944"
"TX",152,415,"422-1799","8/20/1983"
"VA",118,408,"404-2877","7/5/1990"
"MO",101,415,"417-7913","9/2/1951"
"MT",102,408,"399-2457","7/4/1993"
"ND",118,408,"419-3427","8/14/1966"
"FL",105,415,"358-2490","8/14/1981"
"WI",153,510,"349-3112","9/30/1942"
"KY",71,415,"414-5422","8/10/1969"
"MD",71,415,"386-3766","8/10/1976"
"IN",68,415,"386-9724","8/7/1988"
"MA",66,415,"416-7393","8/4/1978"
"ND",101,415,"395-1380","8/11/1948"
"VT",116,415,"408-4911","8/19/1951"
"CT",54,415,"387-4064","8/25/1953"
"VA",112,408,"380-5667","8/7/1905"
"MS",122,408,"402-8930","7/28/1965"
"AK",74,415,"336-6533","8/1/1894"
"WY",90,415,"359-9992","9/4/1982"
"NY",112,415,"391-1737","9/15/1992"
"NC",85,510,"404-2871","9/10/1951"
"IL",100,415,"420-6121","9/23/1948"
"OH",114,415,"369-4012","8/18/1972"
"RI",83,510,"357-2294","8/25/1989"
"WY",157,415,"348-9938","9/19/1993"
"OR",51,510,"394-3023","8/21/1992"
"NV",42,415,"352-5466","7/3/1920"
"ND",101,415,"364-5510","7/8/1974"
"OR",112,510,"396-6462","7/4/1921"
"ND",56,510,"384-5335","8/3/1988"
"NJ",53,408,"416-6886","9/9/1978"
"WV",64,415,"357-2748","8/22/1950"
"VA",123,408,"386-7976","8/20/1993"
"ID",68,510,"403-9199","9/20/1991"
"CT",40,510,"361-1900","9/14/1995"
"NM",132,408,"405-3848","9/16/1920"
"CT",120,408,"344-1136","8/31/1987"
"MI",108,408,"378-6276","9/22/1979"
"SC",161,510,"343-2592","7/29/1920"
"SC",130,415,"396-4410","7/29/1991"
"NY",122,510,"397-3943","9/9/1943"
"MT",130,408,"347-3821","9/14/1920"
"WY",90,510,"400-8069","9/17/1990"
"NE",139,415,"346-5349","8/15/1990"
"IN",57,415,"345-5089","7/4/1919"
"CO",128,510,"410-4613","8/18/1977"
"WY",127,510,"356-4706","9/16/1963"
"MD",107,415,"347-3406","9/7/1962"
"OK",177,408,"333-9133","9/29/1981"
"SD",121,415,"392-2459","8/23/1919"
"SC",99,510,"401-3685","8/28/1965"
"NY",126,415,"352-7752","9/12/1959"
"NY",77,415,"388-9285","9/25/1987"
"WV",21,415,"332-5582","8/21/1970"
"WA",56,408,"376-2550","9/26/1967"
"ID",92,415,"333-4594","9/26/1944"
"MN",81,510,"375-2522","9/14/1938"
"TX",139,510,"388-2240","9/16/1970"
"AZ",68,415,"420-1782","8/6/1899"
"DE",183,415,"384-8890","8/8/1988"
"CO",90,408,"371-4788","8/26/1980"
"WI",165,408,"360-5636","9/8/1990"
"WI",89,415,"373-4264","9/5/1992"
"NJ",59,510,"352-9836","8/14/1960"
"IL",16,415,"342-2013","9/29/1947"
"DC",114,415,"354-5689","7/28/1939"
"IA",113,510,"335-8427","7/27/1994"
"GA",120,408,"409-6753","8/13/1900"
"AK",115,415,"349-1756","9/7/1972"
"CA",37,510,"328-8980","9/25/1985"
"MN",100,415,"399-2151","8/24/1924"
"CO",132,415,"379-9524","8/18/1943"
"KY",38,408,"352-9947","8/23/1992"
"SC",1,408,"336-1043","9/11/1897"
"MT",97,415,"416-7013","8/31/1971"
"KY",55,415,"345-4551","8/29/1947"
"WV",75,415,"405-9864","7/4/1993"
"ID",83,415,"350-4297","8/18/1956"
"MN",40,510,"350-7114","8/24/1993"
"MA",101,415,"400-4244","9/30/1972"
"MD",120,415,"417-2608","9/1/1967"
"SD",183,415,"372-2990","8/1/1933"
"PA",75,510,"353-9998","9/13/1939"
"KY",80,415,"330-3008","8/23/1957"
"ID",88,415,"384-8629","9/27/1988"
"NY",112,415,"404-9504","9/26/1965"
"NM",63,510,"405-8753","9/24/1977"
"CA",105,415,"409-9911","9/29/1958"
"ID",92,415,"394-4260","8/27/1914"
"WY",177,415,"380-9063","9/21/1983"
"NM",118,510,"395-4509","8/31/1984"
"HI",111,408,"401-6671","9/20/1948"
"ID",82,510,"405-7204","8/6/1993"
"NC",74,415,"329-5377","9/14/1964"
"TX",121,415,"408-9572","8/30/1917"
"GA",131,408,"380-9879","8/25/1990"
"AL",125,408,"384-9243","9/23/1966"
"ME",19,415,"404-5597","8/7/1945"
"VA",138,415,"359-7521","9/12/1973"
"ID",119,415,"327-4795","9/15/1942"
"NY",137,510,"338-7955","8/6/1945"
"NC",182,415,"379-6970","9/20/1918"
"OH",135,415,"351-7807","9/6/1940"
"HI",134,415,"342-9394","8/1/1968"
"DC",45,415,"384-6264","8/11/1942"
"TN",129,408,"352-4534","8/10/1897"
"VT",142,415,"378-4617","9/21/1901"
"MD",130,415,"364-9567","8/18/1988"
"LA",163,408,"371-5875","9/13/1898"
"HI",105,415,"383-6489","8/15/1983"
"FL",119,415,"345-7117","8/18/1971"
"WY",78,408,"384-3902","8/14/1902"
"NE",92,415,"386-2759","9/11/1942"
"WY",146,415,"356-1270","9/9/1984"
"OR",125,408,"379-1336","8/5/1916"
"IN",88,415,"354-7201","9/14/1990"
"MD",83,408,"404-5057","9/5/1990"
"TN",3,510,"407-8012","7/3/1981"
"WV",152,510,"332-6139","7/3/1955"
"WA",48,510,"328-1373","9/5/1904"
"MS",189,415,"411-6501","8/29/1994"
"OH",95,415,"329-8056","9/23/1961"
"IN",129,415,"415-4564","8/20/1994"
"CO",66,408,"329-6192","8/22/1949"
"TX",80,510,"384-3904","8/14/1953"
"AK",1,408,"373-1028","9/12/1963"
"WV",84,408,"369-1220","9/16/1938"
"MA",96,415,"359-9369","9/13/1946"
"TN",123,415,"415-3016","8/6/1929"
"ID",116,510,"414-7090","9/29/1973"
"DE",105,415,"350-2250","9/10/1896"
"VA",80,415,"383-9355","7/6/1969"
"MT",157,408,"417-3257","9/21/1944"
"ID",67,510,"336-8010","9/25/1988"
"IN",141,415,"354-7718","9/4/1916"
"MD",79,415,"358-4412","9/27/1915"
"MS",76,408,"368-8972","8/26/1995"
"WA",111,510,"407-9841","7/8/1992"
"OH",94,415,"393-5208","9/30/1992"
"RI",143,408,"332-2889","8/1/1966"
"AR",109,510,"374-5530","9/9/1982"
"AZ",138,415,"332-3381","8/27/1993"
"SC",73,415,"344-9347","8/16/1994"
"KY",21,415,"412-1991","9/28/1912"
"AL",148,415,"393-4528","8/19/1992"
"NE",103,408,"347-2378","9/5/1939"
"MT",143,408,"385-2699","9/6/1974"
"MN",79,408,"383-4319","9/21/1973"
"NV",89,415,"352-7915","9/17/1990"
"CA",120,415,"375-5547","9/9/1911"
"UT",121,415,"337-2348","9/19/1992"
"IL",101,415,"342-8702","9/10/1991"
"DC",115,408,"393-5802","9/21/1971"
"IN",168,415,"384-2219","9/14/1986"
"NM",90,415,"347-6164","7/6/1915"
"MS",70,510,"376-9940","9/18/1946"
"VT",138,415,"354-4352","8/31/1985"
"VT",43,408,"331-8713","9/28/1979"
"UT",117,510,"341-3663","8/10/1982"
"KY",108,408,"376-4665","9/28/1985"
"VA",118,408,"421-9034","9/21/1985"
"OH",169,408,"401-5169","9/9/1985"
"AZ",62,408,"370-8262","7/7/1972"
"NY",86,510,"387-2041","8/6/1981"
"VA",44,408,"356-4146","8/17/1983"
"MD",111,510,"372-8883","8/4/1993"
"MA",127,510,"336-1880","8/26/1968"
"IL",151,415,"347-5843","8/21/1956"
"LA",53,415,"370-8023","8/15/1965"
"MO",15,415,"417-9814","9/18/1978"
"DC",123,408,"387-3422","7/3/1889"
"PA",137,415,"365-1664","9/3/1960"
"TN",106,415,"367-2436","9/18/1990"
"NJ",88,510,"344-6258","8/5/1967"
"VA",106,415,"353-8928","8/5/1971"
"TN",95,510,"365-7784","7/30/1980"
"NJ",57,510,"330-2635","7/5/1987"
"WA",184,408,"344-3131","8/5/1994"
"AR",109,510,"378-4294","8/5/1994"
"WI",127,415,"343-9365","7/3/1987"
"WA",82,510,"362-5579","8/23/1984"
"RI",180,415,"366-7616","9/7/1991"
"ME",174,415,"397-2870","9/2/1977"
